Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) cht1,Coverage (%) cht2,Coverage (%) cht3,Coverage (%) cht4,Coverage (%) cht5,Coverage (%) cht6,Coverage (%) cht7,Coverage (%) cht8,Coverage (%) cht9,Coverage (%) cht10,Coverage (%) el1,Coverage (%) el2,Coverage (%) el3,Coverage (%) el4,Coverage (%) el5,Coverage (%) el6,Coverage (%) el7,Coverage (%) el8,Coverage (%) el9,Coverage (%) el10,Coverage (%) lp1,Coverage (%) lp2,Coverage (%) lp3,Coverage (%) lp4,Coverage (%) lp5,Coverage (%) lp6,Coverage (%) lp7,Coverage (%) lp8,Coverage (%) lp9,Coverage (%) lp10,Coverage (%) trp1,Coverage (%) trp2,Coverage (%) trp3,Coverage (%) trp4,Coverage (%) trp5,Coverage (%) trp6,Coverage (%) trp7,Coverage (%) trp8,Coverage (%) trp9,Coverage (%) trp10,Area cht1,Area cht2,Area cht3,Area cht4,Area cht5,Area cht6,Area cht7,Area cht8,Area cht9,Area cht10,Area el1,Area el2,Area el3,Area el4,Area el5,Area el6,Area el7,Area el8,Area el9,Area el10,Area lp1,Area lp2,Area lp3,Area lp4,Area lp5,Area lp6,Area lp7,Area lp8,Area lp9,Area lp10,Area trp1,Area trp2,Area trp3,Area trp4,Area trp5,Area trp6,Area trp7,Area trp8,Area trp9,Area trp10,#Peptides,#Unique,#Spec cht1,#Spec cht2,#Spec cht3,#Spec cht4,#Spec cht5,#Spec cht6,#Spec cht7,#Spec cht8,#Spec cht9,#Spec cht10,#Spec el1,#Spec el2,#Spec el3,#Spec el4,#Spec el5,#Spec el6,#Spec el7,#Spec el8,#Spec el9,#Spec el10,#Spec lp1,#Spec lp2,#Spec lp3,#Spec lp4,#Spec lp5,#Spec lp6,#Spec lp7,#Spec lp8,#Spec lp9,#Spec lp10,#Spec trp1,#Spec trp2,#Spec trp3,#Spec trp4,#Spec trp5,#Spec trp6,#Spec trp7,#Spec trp8,#Spec trp9,#Spec trp10,PTM,Avg. Mass,Description
3590,4426,Q9BRT6|LLPH_HUMAN,28.54,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3668E5,,,,6.9378E5,6.9631E5,5.9696E5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,15225,Protein LLP homolog OS=Homo sapiens OX=9606 GN=LLPH PE=1 SV=1
3481,3996,P02647|APOA1_HUMAN,28.53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5.8348E6,7.7044E6,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30778,Apolipoprotein A-I OS=Homo sapiens OX=9606 GN=APOA1 PE=1 SV=1
2604,2815,Q7Z4H8|PLGT3_HUMAN,28.51,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,3,4,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2.9348E5,2.9847E5,2.1888E5,1.1916E5,,6.6018E5,6.3705E5,4.6665E5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,1,,58573,Protein O-glucosyltransferase 3 OS=Homo sapiens OX=9606 GN=POGLUT3 PE=1 SV=2
3497,4052,Q8NCW5|NNRE_HUMAN,28.44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5.5655E5,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31675,NAD(P)H-hydrate epimerase OS=Homo sapiens OX=9606 GN=NAXE PE=1 SV=2
3672,4607,Q9UIK5|TEFF2_HUMAN,28.40,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1.1903E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41428,Tomoregulin-2 OS=Homo sapiens OX=9606 GN=TMEFF2 PE=1 SV=1
3420,3608,Q8WUA8|TSK_HUMAN,28.37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5.6588E5,9.6868E5,,,,,,,,,,,,,,,3.3882E5,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,37807,Tsukushi OS=Homo sapiens OX=9606 GN=TSKU PE=1 SV=3
3276,4043,Q9NPR2|SEM4B_HUMAN,28.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2.8884E5,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92766,Semaphorin-4B OS=Homo sapiens OX=9606 GN=SEMA4B PE=1 SV=4
3511,3498,P18847|ATF3_HUMAN,28.30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2939E5,,0,1.2951E5,,6.7993E4,,1.6162E5,1.8497E5,2.2733E5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,,20576,Cyclic AMP-dependent transcription factor ATF-3 OS=Homo sapiens OX=9606 GN=ATF3 PE=1 SV=2
3228,3915,Q99490|AGAP2_HUMAN,28.29,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1.2422E5,,1.7058E5,,,,1.6399E5,1.2465E5,7.1308E4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,124673,Arf-GAP with GTPase  ANK repeat and PH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=AGAP2 PE=1 SV=2
3647,4388,Q86UG4|SO6A1_HUMAN,28.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0413E3,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,79232,Solute carrier organic anion transporter family member 6A1 OS=Homo sapiens OX=9606 GN=SLCO6A1 PE=1 SV=2
3480,3813,Q9UFC0|LRWD1_HUMAN,28.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4211E5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,70861,Leucine-rich repeat and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=LRWD1 PE=1 SV=2
2807,2870,P56270|MAZ_HUMAN,28.22,18,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,3,0,3,,,,,1.9378E5,,,,0,,,,,0,,,,,,,,,,,,,,,,,1.6709E5,4.6564E4,2.2855E5,,,,,1.0719E5,,3.0708E5,6,6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,,48608,Myc-associated zinc finger protein OS=Homo sapiens OX=9606 GN=MAZ PE=1 SV=1
3302,3732,O95391|SLU7_HUMAN,28.20,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,1.0804E5,,,,,,,,,,,,,,,,,,,,,,,,,3.204E5,,,,,,,,,,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,68387,Pre-mRNA-splicing factor SLU7 OS=Homo sapiens OX=9606 GN=SLU7 PE=1 SV=2
2799,3552,Q9BZM3|GSX2_HUMAN,28.18,21,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,,,,,,,,,,,1.1447E4,1.9516E4,8.1283E3,,,,,1.7391E4,,,,,,,,,,,,4.6802E5,,,,,,,,,,2.0596E5,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,32031,GS homeobox 2 OS=Homo sapiens OX=9606 GN=GSX2 PE=1 SV=2
3208,3183,Q9BVV6|TALD3_HUMAN,28.16,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,2.8536E5,,2.9717E5,2.7384E5,,,,,,,,,,,,,,,4.6063E5,,,,,,,,,,,0,0,,0,,,,,,3,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,169306,Protein TALPID3 OS=Homo sapiens OX=9606 GN=KIAA0586 PE=1 SV=4
2985,4290,O76095|JTB_HUMAN,28.14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1.2523E6,9.9673E5,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16358,Protein JTB OS=Homo sapiens OX=9606 GN=JTB PE=1 SV=1
2976,4041,Q9NRY6|PLS3_HUMAN,28.13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3559E5,,,,,3.1385E5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,31648,Phospholipid scramblase 3 OS=Homo sapiens OX=9606 GN=PLSCR3 PE=1 SV=2
2873,3722,Q9BYZ6|RHBT2_HUMAN,28.12,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5.2949E5,3.4914E5,,7.2781E5,3.0214E6,,2.9617E6,7.7692E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,82626,Rho-related BTB domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RHOBTB2 PE=1 SV=2
2873,3932,O94844|RHBT1_HUMAN,28.12,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,5.2949E5,3.4914E5,,7.2781E5,1.4432E6,,2.9617E6,7.7692E5,,,,,,,,,,,,,,,7.3997E5,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,79417,Rho-related BTB domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RHOBTB1 PE=1 SV=2
3398,4082,O95470|SGPL1_HUMAN,28.09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2256E5,,,,,,3.8464E5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,63524,Sphingosine-1-phosphate lyase 1 OS=Homo sapiens OX=9606 GN=SGPL1 PE=1 SV=3
3547,3833,Q06136|KDSR_HUMAN,28.07,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4.5024E5,,1.3897E6,,3.9183E5,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,36187,3-ketodihydrosphingosine reductase OS=Homo sapiens OX=9606 GN=KDSR PE=1 SV=1
3601,3772,P32321|DCTD_HUMAN,28.04,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1269E5,,7.6104E5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,20016,Deoxycytidylate deaminase OS=Homo sapiens OX=9606 GN=DCTD PE=1 SV=2
3648,4466,Q6IPT2|F71E1_HUMAN,27.94,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6.2564E4,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27609,Protein FAM71E1 OS=Homo sapiens OX=9606 GN=FAM71E1 PE=2 SV=2
3661,4471,Q8TAD8|SNIP1_HUMAN,27.94,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55E5,,,,,,,9.5835E5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,45778,Smad nuclear-interacting protein 1 OS=Homo sapiens OX=9606 GN=SNIP1 PE=1 SV=1
3409,3855,Q12962|TAF10_HUMAN,27.91,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8117E5,,2.2694E5,,1.0414E5,,,,3.6853E5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,,21711,Transcription initiation factor TFIID subunit 10 OS=Homo sapiens OX=9606 GN=TAF10 PE=1 SV=1
3386,3294,O95716|RAB3D_HUMAN,27.89,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,2.3763E6,3.6407E6,,,,,,,,,,,,,,,,,,,,6.7213E5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,24267,Ras-related protein Rab-3D OS=Homo sapiens OX=9606 GN=RAB3D PE=1 SV=1
2429,3436,O75718|CRTAP_HUMAN,27.87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,2,0,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7814E5,5.7939E5,2.9798E5,2.8814E5,2.388E5,1.7401E5,,3.8244E5,8.1966E5,3.7604E5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,1,2,1,,46562,Cartilage-associated protein OS=Homo sapiens OX=9606 GN=CRTAP PE=1 SV=1
3223,4157,P08123|CO1A2_HUMAN,27.84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6016E6,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,129314,Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7
3301,3693,Q9NRM7|LATS2_HUMAN,27.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,120136,Serine/threonine-protein kinase LATS2 OS=Homo sapiens OX=9606 GN=LATS2 PE=1 SV=2
2132,4373,Q15398|DLGP5_HUMAN,27.81,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,0,,,0,0,,0,,0,,,0,0,,,0,,0,0,,,,,,,,,,,1,1,0,1,0,0,1,2,0,1,1,1,0,1,0,0,1,2,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,95115,Disks large-associated protein 5 OS=Homo sapiens OX=9606 GN=DLGAP5 PE=1 SV=2
3622,4272,Q6UX04|CWC27_HUMAN,27.79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8.0352E5,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53847,Spliceosome-associated protein CWC27 homolog OS=Homo sapiens OX=9606 GN=CWC27 PE=1 SV=1
3671,4478,P56749|CLD12_HUMAN,27.77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1735E5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,27110,Claudin-12 OS=Homo sapiens OX=9606 GN=CLDN12 PE=1 SV=1
3341,2746,Q14258|TRI25_HUMAN,27.75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,1.0404E6,,,,,,,,,,,,7.3786E5,5.779E5,4.7406E5,,,,,,2.2163E5,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,,70974,E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2
3660,4430,Q8NEF9|SRFB1_HUMAN,27.73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9124E5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,48634,Serum response factor-binding protein 1 OS=Homo sapiens OX=9606 GN=SRFBP1 PE=1 SV=1
2311,3902,P18887|XRCC1_HUMAN,27.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1132E5,2.4748E5,,2.1645E5,1.9719E5,9.3377E4,1.1548E5,3.0906E5,2.796E5,3.0492E5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,,69477,DNA repair protein XRCC1 OS=Homo sapiens OX=9606 GN=XRCC1 PE=1 SV=2
3354,4341,Q06418|TYRO3_HUMAN,27.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,96905,Tyrosine-protein kinase receptor TYRO3 OS=Homo sapiens OX=9606 GN=TYRO3 PE=1 SV=1
3552,4266,Q9BUL9|RPP25_HUMAN,27.67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,9,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0008E5,,,1.1295E5,,3.5053E4,,1.2568E5,1.351E5,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,,20632,Ribonuclease P protein subunit p25 OS=Homo sapiens OX=9606 GN=RPP25 PE=1 SV=1
2888,3864,P19623|SPEE_HUMAN,27.66,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,6,0,0,,,,,,,,,2.135E5,,,,,,,,,,,,,,,,,,,,,,1.2788E5,,1.8532E5,1.657E5,,,,3.8609E5,,,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,,33825,Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1
2704,4044,Q9UL03|INT6_HUMAN,27.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1135E4,,,,,,,1.6262E5,1.5421E5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,100390,Integrator complex subunit 6 OS=Homo sapiens OX=9606 GN=INTS6 PE=1 SV=1
3281,3662,Q7Z4V0|ZN438_HUMAN,27.61,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4.7626E5,,5.0173E5,,1.5086E6,4.7182E5,,2.7356E6,,,,,,,,,8.1191E4,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,91836,Zinc finger protein 438 OS=Homo sapiens OX=9606 GN=ZNF438 PE=1 SV=1
2747,4075,Q8NA66|CNBD1_HUMAN,27.60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6621E5,,,,4.2508E5,,,3.1086E5,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,50224,Cyclic nucleotide-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CNBD1 PE=2 SV=1
3620,4029,Q53HL2|BOREA_HUMAN,27.59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,31323,Borealin OS=Homo sapiens OX=9606 GN=CDCA8 PE=1 SV=2
